Date,City,Country,Venue,Opening act(s),Attendance,Venue_Capacity,Tour_ID,Venue_ID
2024-06-08,Edinburgh,Scotland,Murrayfield Stadium,Paramore,73000.0,73000.0,7,99
2024-06-09,Edinburgh,Scotland,Murrayfield Stadium,Paramore,73000.0,73000.0,7,97
2024-06-09,Edinburgh,Scotland,Murrayfield Stadium,Paramore,73000.0,73000.0,7,98
2024-06-09,Edinburgh,Scotland,Murrayfield Stadium,Paramore,73000.0,73000.0,7,99
2024-06-13,Liverpool,England,Anfield,Paramore,62000.0,62000.0,7,100
2024-06-13,Liverpool,England,Anfield,Paramore,62000.0,62000.0,7,101
2024-06-13,Liverpool,England,Anfield,Paramore,62000.0,62000.0,7,102
2024-06-14,Liverpool,England,Anfield,Paramore,62000.0,62000.0,7,100
2024-06-14,Liverpool,England,Anfield,Paramore,62000.0,62000.0,7,101
2024-06-14,Liverpool,England,Anfield,Paramore,62000.0,62000.0,7,102
2024-06-15,Liverpool,England,Anfield,Paramore,62000.0,62000.0,7,100
2024-06-15,Liverpool,England,Anfield,Paramore,62000.0,62000.0,7,101
2024-06-15,Liverpool,England,Anfield,Paramore,62000.0,62000.0,7,102
2024-06-18,Cardiff,Wales,Principality Stadium,Paramore,70000.0,70000.0,7,103
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,104
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,105
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,106
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,127
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,128
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,129
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,130
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,131
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,556
2024-06-21,London,England,Wembley Stadium,Paramore Mette,94139.0,94139.0,7,557
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,104
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,105
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,106
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,127
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,128
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,129
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,130
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,131
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,556
2024-06-22,London,England,Wembley Stadium,Paramore Griff,94139.0,94139.0,7,557
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,104
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,105
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,106
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,127
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,128
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,129
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,130
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,131
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,556
2024-06-23,London,England,Wembley Stadium,Paramore Benson Boone,94139.0,94139.0,7,557
2024-06-28,Dublin,Ireland,Aviva Stadium,Paramore,50000.0,50000.0,7,107
2024-06-28,Dublin,Ireland,Aviva Stadium,Paramore,50000.0,50000.0,7,108
2024-06-28,Dublin,Ireland,Aviva Stadium,Paramore,50000.0,50000.0,7,109
2024-06-29,Dublin,Ireland,Aviva Stadium,Paramore,50000.0,50000.0,7,107
2024-06-29,Dublin,Ireland,Aviva Stadium,Paramore,50000.0,50000.0,7,108
2024-06-29,Dublin,Ireland,Aviva Stadium,Paramore,50000.0,50000.0,7,109
2024-06-30,Dublin,Ireland,Aviva Stadium,Paramore,50000.0,50000.0,7,107
2024-06-30,Dublin,Ireland,Aviva Stadium,Paramore,50000.0,50000.0,7,108
2024-06-30,Dublin,Ireland,Aviva Stadium,Paramore,50000.0,50000.0,7,109
2024-07-04,Amsterdam,Netherlands,Johan Cruyff Arena,Paramore,55000.0,55000.0,7,110
2024-07-04,Amsterdam,Netherlands,Johan Cruyff Arena,Paramore,55000.0,55000.0,7,111
2024-07-04,Amsterdam,Netherlands,Johan Cruyff Arena,Paramore,55000.0,55000.0,7,112
2024-07-05,Amsterdam,Netherlands,Johan Cruyff Arena,Paramore,55000.0,55000.0,7,110
2024-07-05,Amsterdam,Netherlands,Johan Cruyff Arena,Paramore,55000.0,55000.0,7,111
2024-07-05,Amsterdam,Netherlands,Johan Cruyff Arena,Paramore,55000.0,55000.0,7,112
2024-07-06,Amsterdam,Netherlands,Johan Cruyff Arena,Paramore,55000.0,55000.0,7,110
2024-07-06,Amsterdam,Netherlands,Johan Cruyff Arena,Paramore,55000.0,55000.0,7,111
2024-07-06,Amsterdam,Netherlands,Johan Cruyff Arena,Paramore,55000.0,55000.0,7,112
2024-07-09,Zürich,Switzerland,Letzigrund,Paramore,47500.0,47500.0,7,113
2024-07-09,Zürich,Switzerland,Letzigrund,Paramore,47500.0,47500.0,7,114
2024-07-10,Zürich,Switzerland,Letzigrund,Paramore,47500.0,47500.0,7,113
2024-07-10,Zürich,Switzerland,Letzigrund,Paramore,47500.0,47500.0,7,114
2024-07-13,Milan,Italy,San Siro,Paramore,80000.0,80000.0,7,115
2024-07-13,Milan,Italy,San Siro,Paramore,80000.0,80000.0,7,116
2024-07-14,Milan,Italy,San Siro,Paramore,80000.0,80000.0,7,115
2024-07-14,Milan,Italy,San Siro,Paramore,80000.0,80000.0,7,116
2024-07-17,Gelsenkirchen,Germany,Veltins-Arena,Paramore,60000.0,60000.0,7,117
2024-07-17,Gelsenkirchen,Germany,Veltins-Arena,Paramore,60000.0,60000.0,7,118
2024-07-17,Gelsenkirchen,Germany,Veltins-Arena,Paramore,60000.0,60000.0,7,119
2024-07-18,Gelsenkirchen,Germany,Veltins-Arena,Paramore,60000.0,60000.0,7,117
2024-07-18,Gelsenkirchen,Germany,Veltins-Arena,Paramore,60000.0,60000.0,7,118
2024-07-18,Gelsenkirchen,Germany,Veltins-Arena,Paramore,60000.0,60000.0,7,119
2024-07-19,Gelsenkirchen,Germany,Veltins-Arena,Paramore,60000.0,60000.0,7,117
2024-07-19,Gelsenkirchen,Germany,Veltins-Arena,Paramore,60000.0,60000.0,7,118
2024-07-19,Gelsenkirchen,Germany,Veltins-Arena,Paramore,60000.0,60000.0,7,119
2024-07-23,Hamburg,Germany,Volksparkstadion,Paramore,50000.0,50000.0,7,120
2024-07-23,Hamburg,Germany,Volksparkstadion,Paramore,50000.0,50000.0,7,121
2024-07-24,Hamburg,Germany,Volksparkstadion,Paramore,50000.0,50000.0,7,120
2024-07-24,Hamburg,Germany,Volksparkstadion,Paramore,50000.0,50000.0,7,121
2024-07-27,Munich,Germany,Olympiastadion,Paramore,74000.0,74000.0,7,122
2024-07-27,Munich,Germany,Olympiastadion,Paramore,74000.0,74000.0,7,123
2024-07-28,Munich,Germany,Olympiastadion,Paramore,74000.0,74000.0,7,122
2024-07-28,Munich,Germany,Olympiastadion,Paramore,74000.0,74000.0,7,123
2024-08-01,Warsaw,Poland,PGE Narodowy,Paramore,65000.0,65000.0,7,124
2024-08-01,Warsaw,Poland,PGE Narodowy,Paramore,65000.0,65000.0,7,125
2024-08-01,Warsaw,Poland,PGE Narodowy,Paramore,65000.0,65000.0,7,126
2024-08-02,Warsaw,Poland,PGE Narodowy,Paramore,65000.0,65000.0,7,124
2024-08-02,Warsaw,Poland,PGE Narodowy,Paramore,65000.0,65000.0,7,125
2024-08-02,Warsaw,Poland,PGE Narodowy,Paramore,65000.0,65000.0,7,126
2024-08-03,Warsaw,Poland,PGE Narodowy,Paramore,65000.0,65000.0,7,124
2024-08-03,Warsaw,Poland,PGE Narodowy,Paramore,65000.0,65000.0,7,125
2024-08-03,Warsaw,Poland,PGE Narodowy,Paramore,65000.0,65000.0,7,126
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,104
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,105
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,106
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,127
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,128
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,129
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,130
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,131
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,556
2024-08-15,London,England,Wembley Stadium,Paramore  Sofia Isella,94139.0,94139.0,7,557
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,104
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,105
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,106
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,127
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,128
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,129
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,130
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,131
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,556
2024-08-16,London,England,Wembley Stadium,Paramore  Holly Humberstone,94139.0,94139.0,7,557
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,104
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,105
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,106
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,127
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,128
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,129
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,130
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,131
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,556
2024-08-17,London,England,Wembley Stadium,Paramore  Suki Waterhouse,94139.0,94139.0,7,557
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,104
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,105
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,106
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,127
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,128
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,129
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,130
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,131
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,556
2024-08-19,London,England,Wembley Stadium,Paramore  Maisie Peters,94139.0,94139.0,7,557
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,104
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,105
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,106
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,127
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,128
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,129
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,130
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,131
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,556
2024-08-20,London,England,Wembley Stadium,Paramore  Raye,94139.0,94139.0,7,557
2024-10-18,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,132
2024-10-18,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,133
2024-10-18,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,134
2024-10-18,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,577
2024-10-19,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,132
2024-10-19,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,133
2024-10-19,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,134
2024-10-19,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,577
2024-10-20,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,132
2024-10-20,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,133
2024-10-20,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,134
2024-10-20,Miami Gardens,United States,Hard Rock Stadium,Gracie Abrams,61000.0,61000.0,7,577
2024-10-25,New Orleans,United States,Caesars Superdome,Gracie Abrams,65000.0,65000.0,7,135
2024-10-25,New Orleans,United States,Caesars Superdome,Gracie Abrams,65000.0,65000.0,7,136
2024-10-25,New Orleans,United States,Caesars Superdome,Gracie Abrams,65000.0,65000.0,7,137
2024-10-26,New Orleans,United States,Caesars Superdome,Gracie Abrams,65000.0,65000.0,7,135
2024-10-26,New Orleans,United States,Caesars Superdome,Gracie Abrams,65000.0,65000.0,7,136
2024-10-26,New Orleans,United States,Caesars Superdome,Gracie Abrams,65000.0,65000.0,7,137
2024-10-27,New Orleans,United States,Caesars Superdome,Gracie Abrams,65000.0,65000.0,7,135
2024-10-27,New Orleans,United States,Caesars Superdome,Gracie Abrams,65000.0,65000.0,7,136
2024-10-27,New Orleans,United States,Caesars Superdome,Gracie Abrams,65000.0,65000.0,7,137
2024-11-01,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,138
2024-11-01,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,139
2024-11-01,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,140
2024-11-01,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,583
2024-11-02,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,138
2024-11-02,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,139
2024-11-02,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,140
2024-11-02,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,583
2024-11-03,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,138
2024-11-03,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,139
2024-11-03,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,140
2024-11-03,Indianapolis,United States,Lucas Oil Stadium,Gracie Abrams,69000.0,69000.0,7,583
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,141
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,142
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,143
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,144
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,145
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,146
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,403
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,404
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,519
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,520
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,571
2024-11-14,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,572
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,141
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,142
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,143
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,144
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,145
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,146
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,403
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,404
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,519
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,520
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,571
2024-11-15,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,572
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,141
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,142
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,143
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,144
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,145
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,146
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,403
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,404
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,519
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,520
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,571
2024-11-16,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,572
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,141
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,142
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,143
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,144
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,145
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,146
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,403
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,404
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,519
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,520
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,571
2024-11-21,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,572
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,141
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,142
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,143
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,144
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,145
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,146
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,403
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,404
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,519
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,520
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,571
2024-11-22,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,572
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,141
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,142
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,143
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,144
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,145
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,146
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,403
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,404
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,519
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,520
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,571
2024-11-23,Toronto,Canada,Rogers Centre,Gracie Abrams,47870.0,47870.0,7,572
2024-12-06,Vancouver,Canada,BC Place,Gracie Abrams,53334.0,53334.0,7,147
2024-12-06,Vancouver,Canada,BC Place,Gracie Abrams,53334.0,53334.0,7,148
2024-12-06,Vancouver,Canada,BC Place,Gracie Abrams,53334.0,53334.0,7,149
2024-12-06,Vancouver,Canada,BC Place,Gracie Abrams,53334.0,53334.0,7,489
2024-12-07,Vancouver,Canada,BC Place,Gracie Abrams,53333.0,53333.0,7,147
2024-12-07,Vancouver,Canada,BC Place,Gracie Abrams,53333.0,53333.0,7,148
2024-12-07,Vancouver,Canada,BC Place,Gracie Abrams,53333.0,53333.0,7,149
2024-12-07,Vancouver,Canada,BC Place,Gracie Abrams,53333.0,53333.0,7,489
2024-12-08,Vancouver,Canada,BC Place,Gracie Abrams,53333.0,53333.0,7,147
2024-12-08,Vancouver,Canada,BC Place,Gracie Abrams,53333.0,53333.0,7,148
2024-12-08,Vancouver,Canada,BC Place,Gracie Abrams,53333.0,53333.0,7,149
2024-12-08,Vancouver,Canada,BC Place,Gracie Abrams,53333.0,53333.0,7,489
,Total,Total,Total,Total,10168008.0,,7,150
